top - 15:10:23 up 27 days, 12:51,  1 user,  load average: 8.91, 8.91, 9.00
Threads: 695 total,  12 running, 683 sleeping,   0 stopped,   0 zombie
%Cpu(s):  7.6 us,  0.7 sy,  0.0 ni, 91.4 id,  0.0 wa,  0.0 hi,  0.4 si,  0.0 st
KiB Mem : 26403688+total, 13389056+free, 46825504 used, 83320816 buff/cache
KiB Swap:  5996540 total,  5996540 free,        0 used. 21317566+avail Mem 

   PID USER      PR  NI    VIRT    RES    SHR S %CPU %MEM     TIME+ COMMAND
 76122 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:55.26 java
 84135 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.32 java
 84263 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.17 java
106470 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.67 java
107158 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.01 java
107925 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.35 java
114794 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.01 java
115444 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.04 java
116878 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
117509 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.28 java
118756 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:13.91 java
118773 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:08.33 java
118831 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.97 java
118834 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:13.25 java
118841 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:08.62 java
118982 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:07.94 java
119071 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   1:05.51 java
119075 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:18.61 java
119088 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:08.99 java
119097 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:14.68 java
119099 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:16.23 java
119100 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:12.22 java
119113 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:08.76 java
119114 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:08.12 java
119170 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:14.72 java
119254 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:09.69 java
119267 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:08.18 java
119281 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:08.05 java
119290 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:19.26 java
126769 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
126771 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.33 java
128796 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.12 java
128797 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.11 java
130365 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.03 java
130366 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.03 java
130493 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.36 java
131097 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.13 java
136982 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.44 java
139879 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.21 java
147743 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.12 java
148627 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   3:17.39 java
148629 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   3:44.65 java
148632 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   3:39.03 java
148633 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   5:17.73 java
154748 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.11 java
154749 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.18 java
159303 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:02.82 java
160395 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.04 java
161905 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.58 java
162266 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
162268 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
162963 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.76 java
164651 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.40 java
164803 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.11 java
165094 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.16 java
165101 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.09 java
165124 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.25 java
165239 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165240 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.01 java
165241 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.02 java
165392 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.03 java
165395 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165497 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165498 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165499 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165518 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165519 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165530 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165532 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165539 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165540 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165683 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.21 java
165694 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165705 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165706 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.28 java
165707 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.01 java
165708 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.84 java
165709 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.01 java
165710 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165889 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165957 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
165958 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.01 java
165959 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
